12383330,"REPAIR      ",2025-03-05 16:23:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Seatbelt</Complaint><Cause>Check van find driver seatbelt latch not working </Cause><Correction>Remove seat belt latch and replace with a new seat belt latch on van but it’s still saying that the seatbelt is malfunctioning </Correction><Estimate></Estimate><Notes>This van need to go at the dealership so that all the module for the seatbelt drive side can be check </Notes>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12499855,"REPAIR      ",2025-03-03 08:43:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replace seatbelt buckle</Correction><Notes></Notes><Cause>Casing missing off of buckle</Cause><Complaint>Seatbelt buckle broken</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",0.250000,0.000000,84.000000,21.000000
12528061,"REPAIR      ",2025-03-05 18:33:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Seatbelt won’t retracting </Complaint><Cause>Defective retractable spring </Cause><Correction>Remove side panel and remove seat belt assembly and replace it</Correction><Estimate></Estimate><Notes></Notes>,"LABOR       ",2.500000,0.000000,110.000000,275.000000
12528061,"REPAIR      ",2025-03-05 18:33:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Seatbelt won’t retracting </Complaint><Cause>Defective retractable spring </Cause><Correction>Remove side panel and remove seat belt assembly and replace it</Correction><Estimate></Estimate><Notes></Notes>,"PART        ",0.000000,1.000000,280.500000,280.500000
12532996,"REPAIR      ",2025-03-07 08:35:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Mechanic inspection </Complaint><Cause>Seat belt buckle broke </Cause><Correction>Replaced seat belt buckle </Correction><Estimate></Estimate><Notes></Notes>,"PART        ",0.000000,1.000000,102.300000,102.300000
12532996,"REPAIR      ",2025-03-07 08:35:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Mechanic inspection </Complaint><Cause>Seat belt buckle broke </Cause><Correction>Replaced seat belt buckle </Correction><Estimate></Estimate><Notes></Notes>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12538820,"REPAIR      ",2025-03-06 23:12:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Customer states replace driver size seatbelt buckle</Complaint><Cause>Seatbelt Buckle is broken</Cause><Correction>Removed and replaced seatbelt buckle</Correction><Estimate></Estimate><Notes></Notes>,"LABOR       ",0.500000,0.000000,120.000000,60.000000
12538820,"REPAIR      ",2025-03-06 23:12:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Customer states replace driver size seatbelt buckle</Complaint><Cause>Seatbelt Buckle is broken</Cause><Correction>Removed and replaced seatbelt buckle</Correction><Estimate></Estimate><Notes></Notes>,"PART        ",0.000000,1.000000,102.300000,102.300000
12547500,"REPAIR      ",2025-04-08 23:41:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>replace seat belt</Correction><Notes>while test driving unit , i noticed seat belt was not retracting when unbuckled and hanging excessively. when door is attempted to close seat belt hits door preventing it from closing. inspected seat belt for obstructions and found none, seat belt will need to be replaced to correct retracting issue. seat belt buckle working correctly, tested passenger side and found no issues with seat belt system.</Notes><Cause>not retracting seat blet</Cause><Complaint>seat belt</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",1.000000,0.000000,110.000000,110.000000
12547500,"REPAIR      ",2025-04-08 23:41:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>replace with new</Correction><Notes>REMOVED SEATBELT RETAING BOLT, REMOVED {SCREWS INSTALLED AT DIFFRENT SECTIONS OF PANEL, PANELS BEEN CUT TO FIT BULKHEAD DOOR] REMOVED TRIM AND REMOVED SEATBELT RETAIN BOLT TO RETRACTOR. FOUND GLIDE TO BE OFF RAIL AGAIN. REMOVED HARNESS CONNECTOR AND REINSTALLED NEW RETRACTOR AND ITS RETAING BOLT , REINSTALLED HARNESS .REPOSTION SLIDE GUIDE TO WHERE ITS NOT COMING OFF. INSTALLED PANEL AND REPOSTIONED MULTPLE TIME TO WHERE GUIDE WAS NOT FALLING OFF. HAD RE POSTION DUE TO PANEL BEING CUT FOR BULKHEAD FITMENT. REINSTALLED REMAING TRIM, TESTED UNIT SEATBELT FUNCTION LIGHT TURN ON WHEN UNBUCKLED AND LIGHT GOES OFF WHEN SEAT BELT IS INSERTED TO BUCKLE PORTION. NO OTHER ISSUES FOUND RELATING TO SEATBELT ASSEMBLY OR RETRACTOR.</Notes><Cause>seat belt retractor</Cause><Complaint>seatbelt</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",1.500000,0.000000,110.000000,165.000000
12547500,"REPAIR      ",2025-04-08 23:41:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>replace with new</Correction><Notes>REMOVED SEATBELT RETAING BOLT, REMOVED {SCREWS INSTALLED AT DIFFRENT SECTIONS OF PANEL, PANELS BEEN CUT TO FIT BULKHEAD DOOR] REMOVED TRIM AND REMOVED SEATBELT RETAIN BOLT TO RETRACTOR. FOUND GLIDE TO BE OFF RAIL AGAIN. REMOVED HARNESS CONNECTOR AND REINSTALLED NEW RETRACTOR AND ITS RETAING BOLT , REINSTALLED HARNESS .REPOSTION SLIDE GUIDE TO WHERE ITS NOT COMING OFF. INSTALLED PANEL AND REPOSTIONED MULTPLE TIME TO WHERE GUIDE WAS NOT FALLING OFF. HAD RE POSTION DUE TO PANEL BEING CUT FOR BULKHEAD FITMENT. REINSTALLED REMAING TRIM, TESTED UNIT SEATBELT FUNCTION LIGHT TURN ON WHEN UNBUCKLED AND LIGHT GOES OFF WHEN SEAT BELT IS INSERTED TO BUCKLE PORTION. NO OTHER ISSUES FOUND RELATING TO SEATBELT ASSEMBLY OR RETRACTOR.</Notes><Cause>seat belt retractor</Cause><Complaint>seatbelt</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,268.400000,268.400000
12547500,"REPAIR      ",2025-04-08 23:41:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>replace with new</Correction><Notes>REMOVED SEATBELT RETAING BOLT, REMOVED {SCREWS INSTALLED AT DIFFRENT SECTIONS OF PANEL, PANELS BEEN CUT TO FIT BULKHEAD DOOR] REMOVED TRIM AND REMOVED SEATBELT RETAIN BOLT TO RETRACTOR. FOUND GLIDE TO BE OFF RAIL AGAIN. REMOVED HARNESS CONNECTOR AND REINSTALLED NEW RETRACTOR AND ITS RETAING BOLT , REINSTALLED HARNESS .REPOSTION SLIDE GUIDE TO WHERE ITS NOT COMING OFF. INSTALLED PANEL AND REPOSTIONED MULTPLE TIME TO WHERE GUIDE WAS NOT FALLING OFF. HAD RE POSTION DUE TO PANEL BEING CUT FOR BULKHEAD FITMENT. REINSTALLED REMAING TRIM, TESTED UNIT SEATBELT FUNCTION LIGHT TURN ON WHEN UNBUCKLED AND LIGHT GOES OFF WHEN SEAT BELT IS INSERTED TO BUCKLE PORTION. NO OTHER ISSUES FOUND RELATING TO SEATBELT ASSEMBLY OR RETRACTOR.</Notes><Cause>seat belt retractor</Cause><Complaint>seatbelt</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,64.090000,64.090000
12562337,"REPAIR      ",2025-03-15 00:20:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Complaint>.Please check seatbelt and sensor is working properly - Reported the sensor isnt working all the time</Complaint><Cause>. During diag found seat belt buckle with internal malfunction</Cause><Correction>Partially remove drive seat,  removed seat belt buckle,  removed harness.  Install new seat belt buckle,  hook up autel and check seat belt buckle operations.  Scan tool shows buckle inserted and not inserted. </Correction><Estimate></Estimate><Notes>Partially remove drive seat,  removed seat belt buckle,  removed harness.  Install new seat belt buckle,  hook up autel and check seat belt buckle operations.  Scan tool shows buckle inserted and not inserted. </Notes>","PART        ",0.000000,1.000000,102.300000,102.300000
12562337,"REPAIR      ",2025-03-15 00:20:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Complaint>.Please check seatbelt and sensor is working properly - Reported the sensor isnt working all the time</Complaint><Cause>. During diag found seat belt buckle with internal malfunction</Cause><Correction>Partially remove drive seat,  removed seat belt buckle,  removed harness.  Install new seat belt buckle,  hook up autel and check seat belt buckle operations.  Scan tool shows buckle inserted and not inserted. </Correction><Estimate></Estimate><Notes>Partially remove drive seat,  removed seat belt buckle,  removed harness.  Install new seat belt buckle,  hook up autel and check seat belt buckle operations.  Scan tool shows buckle inserted and not inserted. </Notes>","SERVICES    ",0.000000,1.000000,23.790000,23.790000
12562337,"REPAIR      ",2025-03-15 00:20:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Complaint>.Please check seatbelt and sensor is working properly - Reported the sensor isnt working all the time</Complaint><Cause>. During diag found seat belt buckle with internal malfunction</Cause><Correction>Partially remove drive seat,  removed seat belt buckle,  removed harness.  Install new seat belt buckle,  hook up autel and check seat belt buckle operations.  Scan tool shows buckle inserted and not inserted. </Correction><Estimate></Estimate><Notes>Partially remove drive seat,  removed seat belt buckle,  removed harness.  Install new seat belt buckle,  hook up autel and check seat belt buckle operations.  Scan tool shows buckle inserted and not inserted. </Notes>","LABOR       ",1.000000,0.000000,110.000000,110.000000
12562635,"REPAIR      ",2025-03-15 03:31:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Needs new driver side seat belt buckle. Tech - 3/14 received parts today. Went to get keys from dispatchers desk and had to locate van in lot. Brought van to maintenance area. Removed broken seatbelt buckle. Installed new seatbelt buckle. Turn van on idicator goes off. Seatbelt buckle now working. Van now working.</Correction><Notes>Authorized By: maria Keys, Locks & Handles - Other - DRIVER SEATBELT COVER IS MISSING</Notes><Cause>Went to get keys from dispatchers desk and had to locate van in lot. Brought van to maintenance area. Checked driver side seat belt buckle cover is missing. Need to replace driver side seat belt buckle</Cause><Complaint>Driver side seat belt buckle cover is missing.</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",0.500000,0.000000,110.000000,55.000000
12562635,"REPAIR      ",2025-03-15 03:31:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Needs new driver side seat belt buckle. Tech - 3/14 received parts today. Went to get keys from dispatchers desk and had to locate van in lot. Brought van to maintenance area. Removed broken seatbelt buckle. Installed new seatbelt buckle. Turn van on idicator goes off. Seatbelt buckle now working. Van now working.</Correction><Notes>Authorized By: maria Keys, Locks & Handles - Other - DRIVER SEATBELT COVER IS MISSING</Notes><Cause>Went to get keys from dispatchers desk and had to locate van in lot. Brought van to maintenance area. Checked driver side seat belt buckle cover is missing. Need to replace driver side seat belt buckle</Cause><Complaint>Driver side seat belt buckle cover is missing.</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,20.000000,20.000000
12562635,"REPAIR      ",2025-03-15 03:31:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Needs new driver side seat belt buckle. Tech - 3/14 received parts today. Went to get keys from dispatchers desk and had to locate van in lot. Brought van to maintenance area. Removed broken seatbelt buckle. Installed new seatbelt buckle. Turn van on idicator goes off. Seatbelt buckle now working. Van now working.</Correction><Notes>Authorized By: maria Keys, Locks & Handles - Other - DRIVER SEATBELT COVER IS MISSING</Notes><Cause>Went to get keys from dispatchers desk and had to locate van in lot. Brought van to maintenance area. Checked driver side seat belt buckle cover is missing. Need to replace driver side seat belt buckle</Cause><Complaint>Driver side seat belt buckle cover is missing.</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",1.500000,0.000000,110.000000,165.000000
12570735,"REPAIR      ",2025-03-14 05:18:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Removed broken seatbelt buckle. Installed new seatbelt buckle. Seatbelt buckle indiactor on cluster now goes off when seatbelt is on. Van now working.</Correction><Notes>Authorized By: maria Keys, Locks & Handles - Other - SEATBLET BUCKLE IS BROKEN DRIVE SIDE;</Notes><Cause>Went to get keys from dispatchers desk and had to locate van in lot. Brought van to maintenance area. Checked van found driver side seat belt buckle is broken. Seat belt buckle indicator does not go off when seat belt is on. Needs new seat belt buckle.</Cause><Complaint>Driver side seat belt buckle is broken.</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",1.500000,0.000000,110.000000,165.000000
12570735,"REPAIR      ",2025-03-14 05:18:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Removed broken seatbelt buckle. Installed new seatbelt buckle. Seatbelt buckle indiactor on cluster now goes off when seatbelt is on. Van now working.</Correction><Notes>Authorized By: maria Keys, Locks & Handles - Other - SEATBLET BUCKLE IS BROKEN DRIVE SIDE;</Notes><Cause>Went to get keys from dispatchers desk and had to locate van in lot. Brought van to maintenance area. Checked van found driver side seat belt buckle is broken. Seat belt buckle indicator does not go off when seat belt is on. Needs new seat belt buckle.</Cause><Complaint>Driver side seat belt buckle is broken.</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,77.925000,77.930000
12575875,"REPAIR      ",2025-03-29 06:15:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>replace passenger seat belt buckle</Correction><Notes>Passenger seat belt buckle worn, unable to latch properly. Ordered part 3/12/25. On 3/29/25 repair completed by rich, replaced seat belt buckle.</Notes><Cause>worn seat belt buckle</Cause><Complaint>passenger side seat belt buckle worn, unable to latch properly</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",0.500000,0.000000,110.000000,55.000000
12575875,"REPAIR      ",2025-03-29 06:15:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>replace passenger seat belt buckle</Correction><Notes>Passenger seat belt buckle worn, unable to latch properly. Ordered part 3/12/25. On 3/29/25 repair completed by rich, replaced seat belt buckle.</Notes><Cause>worn seat belt buckle</Cause><Complaint>passenger side seat belt buckle worn, unable to latch properly</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,107.800000,107.800000
12575875,"REPAIR      ",2025-03-29 06:15:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>replace passenger seat belt buckle</Correction><Notes>Passenger seat belt buckle worn, unable to latch properly. Ordered part 3/12/25. On 3/29/25 repair completed by rich, replaced seat belt buckle.</Notes><Cause>worn seat belt buckle</Cause><Complaint>passenger side seat belt buckle worn, unable to latch properly</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,27.180000,27.180000
12575875,"REPAIR      ",2025-03-29 06:15:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>replace passenger seat belt buckle</Correction><Notes>Passenger seat belt buckle worn, unable to latch properly. Ordered part 3/12/25. On 3/29/25 repair completed by rich, replaced seat belt buckle.</Notes><Cause>worn seat belt buckle</Cause><Complaint>passenger side seat belt buckle worn, unable to latch properly</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",1.100000,0.000000,110.000000,121.000000
12599688,"REPAIR      ",2025-03-20 08:05:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Mechanic inspection </Complaint><Cause>Seat buckle bad</Cause><Correction>Replaced seat belt buckle </Correction><Estimate></Estimate><Notes></Notes>,"PART        ",0.000000,1.000000,113.260000,113.260000
12599688,"REPAIR      ",2025-03-20 08:05:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Mechanic inspection </Complaint><Cause>Seat buckle bad</Cause><Correction>Replaced seat belt buckle </Correction><Estimate></Estimate><Notes></Notes>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12604175,"REPAIR      ",2025-03-19 07:53:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Went ahead and removed old seat belt and verified wiring and connector for retractor is good. Went ahead connected connector to new retracted and installed new seat belt on unit. Verified seat belt is working properly, connecting as intended and retracting properly with no issues.</Correction><Notes>Driver seat belt replaced</Notes><Cause>Inspected unit and found driver seat belt to need replacement as it is not retracting properly and fraying. Will need to order seat belt for repairs</Cause><Complaint>Driver seat belt in need of replacement</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",0.500000,0.000000,110.000000,55.000000
12604175,"REPAIR      ",2025-03-19 07:53:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Went ahead and removed old seat belt and verified wiring and connector for retractor is good. Went ahead connected connector to new retracted and installed new seat belt on unit. Verified seat belt is working properly, connecting as intended and retracting properly with no issues.</Correction><Notes>Driver seat belt replaced</Notes><Cause>Inspected unit and found driver seat belt to need replacement as it is not retracting properly and fraying. Will need to order seat belt for repairs</Cause><Complaint>Driver seat belt in need of replacement</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,358.400000,358.400000
12604175,"REPAIR      ",2025-03-19 07:53:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Went ahead and removed old seat belt and verified wiring and connector for retractor is good. Went ahead connected connector to new retracted and installed new seat belt on unit. Verified seat belt is working properly, connecting as intended and retracting properly with no issues.</Correction><Notes>Driver seat belt replaced</Notes><Cause>Inspected unit and found driver seat belt to need replacement as it is not retracting properly and fraying. Will need to order seat belt for repairs</Cause><Complaint>Driver seat belt in need of replacement</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",1.800000,0.000000,110.000000,198.000000
12615033,"REPAIR      ",2025-03-20 03:39:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>seatbelt unbuckled warning lamp comes and goes on and off. and seat belt unbuckled chime also intermittently comes on and goes off.</Complaint><Cause>seatbelt buckle internal switch is failing and does not always register that seatbelt has been buckled </Cause><Correction>remove and replace seat belt buckle. removed trim panel on side of seat to gain access to fastener securing seatbelt buckle to seat frame. removed fastener securing seat belt buckle to seat frame. disconnected wiring harness for seatbelt warning system. removed failed seat belt buckle. installed new seat belt buckle. installed fastener that secures seatbelt buckle to seat frame. reinstalled seat trim. reconnected seat belt buckle wiring harness and verified that seat belt warning lamp stays off when seat belt is buckled. </Correction><Estimate></Estimate><Notes></Notes>,"PART        ",0.000000,1.000000,169.350000,169.350000
12615033,"REPAIR      ",2025-03-20 03:39:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>seatbelt unbuckled warning lamp comes and goes on and off. and seat belt unbuckled chime also intermittently comes on and goes off.</Complaint><Cause>seatbelt buckle internal switch is failing and does not always register that seatbelt has been buckled </Cause><Correction>remove and replace seat belt buckle. removed trim panel on side of seat to gain access to fastener securing seatbelt buckle to seat frame. removed fastener securing seat belt buckle to seat frame. disconnected wiring harness for seatbelt warning system. removed failed seat belt buckle. installed new seat belt buckle. installed fastener that secures seatbelt buckle to seat frame. reinstalled seat trim. reconnected seat belt buckle wiring harness and verified that seat belt warning lamp stays off when seat belt is buckled. </Correction><Estimate></Estimate><Notes></Notes>,"LABOR       ",0.500000,0.000000,110.000000,55.000000
12624224,"REPAIR      ",2025-03-21 20:35:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Complaint>Replace driver size seatbelt</Complaint><Cause>Driver side, seatbelt, freight, torn, and half in certain spots half of seatbelt was intact.</Cause><Correction>Removed trim  removed air bag restraint and replaced driver side seatbelt . Reinstall trim</Correction><Estimate></Estimate><Notes></Notes>","LABOR       ",1.500000,0.000000,120.000000,180.000000
12624224,"REPAIR      ",2025-03-21 20:35:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Complaint>Replace driver size seatbelt</Complaint><Cause>Driver side, seatbelt, freight, torn, and half in certain spots half of seatbelt was intact.</Cause><Correction>Removed trim  removed air bag restraint and replaced driver side seatbelt . Reinstall trim</Correction><Estimate></Estimate><Notes></Notes>","PART        ",0.000000,1.000000,369.750000,369.750000
12627441,"REPAIR      ",2025-03-25 00:11:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Remove and install new seatbelt buckle assembly and clear the airbag light</Correction><Notes></Notes><Cause>Seatbelt buckle assembly needs to be replaced</Cause><Complaint>The seatbelt buckle is sticking and does not want to release the seatbelt at all. This causes a safety concern</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,107.800000,107.800000
